IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls,Year,Month,DayOfWeek,DayOfYear,Quarter,WeekOfYear,IsWeekend,IsNight,IsRushHour,IsPeakSeason,Distance_from_center,HasSecondPump,IncidentGroup_encoded,PropertyCategory_encoded,PropertyType_encoded,IncGeo_BoroughName_encoded,IncGeo_WardName_encoded,IncidentStationGround_encoded,FirstPumpArriving_DeployedFromStation_encoded,SpecialServiceType_encoded,Postcode_district_encoded
001193-03012018,2018-01-03,2018.0,13:58:11,13.0,Fire,Primary Fire,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,BR3,0.0,20300747.0,E09000006,BROMLEY,Bromley,E05013994,Clock House,Clock House,,,535250.0,169050.0,,,London,Beckenham,227.0,Beckenham,303.0,Woodside,2.0,2.0,2.0,128.0,700.0,2.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,1,2,67,4,145,5,5,18,2
001194-03012018,2018-01-03,2018.0,13:59:15,13.0,False Alarm,AFA,Standard,Non Residential,Purpose built office ,Within same building,NW1 3HP,NW1,5107753.0,20400845.0,E09000007,CAMDEN,Camden,E05013668,Regent's Park,Regent's Park,529085.0,182461.0,529050.0,182450.0,51.52631846,-0.140604039,London,Euston,244.0,Soho,337.0,Euston,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,2526.931389954658,1,0,3,150,5,489,27,79,18,125
001196-03012018,2018-01-03,2018.0,14:03:02,14.0,Special Service,Special Service,Spills and Leaks (not RTC),Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,Unknown,CR0,0.0,20502791.0,E09000008,CROYDON,Croydon,E05011462,Addiscombe East,Addiscombe East,,,535050.0,166950.0,,,London,Woodside,557.0,Croydon,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,0,2,2,147,7,6,101,15,16,8
001197-03012018,2018-01-03,2018.0,14:03:34,14.0,Fire,Secondary Fire,Standard,Outdoor,Loose refuse ,On land associated with building,HA8 8SW,HA8,200015298.0,20005080.0,E09000003,BARNET,Barnet,E05013638,Edgwarebury,Edgwarebury,519602.0,193008.0,519650.0,193050.0,51.62319409,-0.273647347,London,Mill Hill,562.0,Mill Hill,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,16702.055837578224,0,1,5,86,1,196,56,56,18,82
001198-03012018,2018-01-03,2018.0,14:04:04,14.0,Special Service,Special Service,Making Safe (not RTC),Non Residential,Pub/wine bar/bar ,On land associated with building,TW2 5NG,TW2,100022000000.0,22401543.0,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013787,South Twickenham,South Twickenham,514764.0,172078.0,514750.0,172050.0,51.43608575,-0.350318273,London,Twickenham,421.0,Feltham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,17912.422760721314,0,2,3,145,26,538,89,28,8,219
001199-03012018,2018-01-03,2018.0,14:04:33,14.0,False Alarm,AFA,Standard,Non Residential,College/University ,Correct incident location,W1W 6QE,W1W,10033535029.0,8400603.0,E09000033,WESTMINSTER,Westminster,E05013808,West End,West End,528959.0,181698.0,528950.0,181650.0,51.5194902,-0.142698487,London,Euston,431.0,Soho,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,2069.923538595134,0,0,3,29,32,656,27,79,18,254
001203-03012018,2018-01-03,2018.0,14:13:29,14.0,False Alarm,AFA,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,CR0,0.0,20503074.0,E09000008,CROYDON,Croydon,E05011471,New Addington South,New Addington South,,,538550.0,162050.0,,,London,Addington,607.0,Biggin Hill,941.0,Bromley,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,0,2,67,7,406,1,8,18,8
001204-03012018,2018-01-03,2018.0,14:16:08,14.0,False Alarm,False alarm - Good intent,Standard,Non Residential,Takeaway/ fast food ,Correct incident location,W1T 4TL,W1T,5036711.0,20400948.0,E09000007,CAMDEN,Camden,E05013653,Bloomsbury,Bloomsbury,529417.0,181987.0,529450.0,181950.0,51.52198277,-0.135994947,London,Euston,127.0,Euston,320.0,Kentish Town,2.0,2.0,2.0,60.0,328.0,2.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,1948.6570111592775,1,0,3,180,5,58,27,27,18,252
001205-03012018,2018-01-03,2018.0,14:16:16,14.0,Fire,Primary Fire,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,BR3,0.0,20301957.0,E09000006,BROMLEY,Bromley,E05013999,Kelsey & Eden Park,Kelsey & Eden Park,,,536650.0,167750.0,,,London,Beckenham,638.0,West Norwood,852.0,Bromley,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,1,2,67,4,334,5,97,18,2
001206-03012018,2018-01-03,2018.0,14:19:37,14.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,Unknown,N17,0.0,21104630.0,E09000014,HARINGEY,Haringey,E05013596,Northumberland Park,Northumberland Park,,,534750.0,191250.0,,,London,Tottenham,287.0,Tottenham,309.0,Tottenham,2.0,3.0,3.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,0,2,149,13,431,88,88,18,110
001212-03012018,2018-01-03,2018.0,14:27:14,14.0,False Alarm,AFA,Standard,Non Residential,Single shop ,Correct incident location,W5 2PB,W5,12152998.0,20600845.0,E09000009,EALING,Ealing,E05013520,Ealing Broadway,Ealing Broadway,517922.0,181042.0,517950.0,181050.0,51.51600345,-0.301916655,London,Ealing,298.0,Ealing,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,12696.19766702947,0,0,3,171,8,181,20,20,18,258
001213-03012018,2018-01-03,2018.0,14:27:49,14.0,Special Service,Special Service,No action (not false alarm),Non Residential,Multi-Storey car park,Within same building,HA1 3UJ,HA1,202026960.0,20201453.0,E09000005,BRENT,Brent,E05013505,Northwick Park,Northwick Park,516296.0,187597.0,516250.0,187550.0,51.57525437,-0.323175098,London,Wembley,393.0,Ealing,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,15997.457272051734,0,2,3,96,3,432,93,20,10,75
001214-03012018,2018-01-03,2018.0,14:37:26,14.0,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,Unknown,NW10,0.0,20200106.0,E09000005,BRENT,Brent,E05013509,Roundwood,Roundwood,,,522450.0,184450.0,,,London,Willesden,114.0,Willesden,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,0,2,2,67,3,493,98,99,3,126
001215-03012018,2018-01-03,2018.0,14:41:53,14.0,False Alarm,AFA,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,BR7,0.0,20300578.0,E09000006,BROMLEY,Bromley,E05013993,Chislehurst,Chislehurst,,,543350.0,169950.0,,,London,Bromley,647.0,Sidcup,692.0,Sidcup,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,0,2,67,4,132,10,78,18,6
001216-03012018,2018-01-03,2018.0,14:41:55,14.0,False Alarm,AFA,Standard,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,Unknown,KT5,0.0,21800058.0,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013944,Surbiton Hill,Surbiton Hill,,,518650.0,167050.0,,,London,Surbiton,560.0,Kingston,562.0,Kingston,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,0,2,33,20,588,85,50,18,98
001217-03012018,2018-01-03,2018.0,14:45:05,14.0,Special Service,Special Service,Making Safe (not RTC),Outdoor,Tree scrub ,In street outside gazetteer location,HA3 6JA,HA3,100021000000.0,21201488.0,E09000015,HARROW,Harrow,E05013548,Harrow Weald,Harrow Weald,514629.0,190994.0,514650.0,190950.0,51.6061272,-0.346110951,London,Harrow,222.0,Stanmore,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,19145.597027072126,0,2,5,192,14,283,36,82,8,77
001218-03012018,2018-01-03,2018.0,14:49:32,14.0,False Alarm,AFA,Standard,Other Residential,Boarding House/B&B for homeless/asylum seekers ,Within same building,TW14 8JU,TW14,100024000000.0,21500174.0,E09000018,HOUNSLOW,Hounslow,E05013606,Bedfont,Bedfont,508532.0,173677.0,508550.0,173650.0,51.45168467,-0.439448751,London,Feltham,200.0,Feltham,342.0,Feltham,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,23085.329582597722,1,0,4,12,17,41,28,28,18,217
001222-03012018,2018-01-03,2018.0,14:58:25,14.0,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,Unknown,CR4,0.0,22102878.0,E09000024,MERTON,Merton,E05013813,Cricket Green,Cricket Green,,,526850.0,168850.0,,,London,Mitcham,343.0,Wimbledon,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,0,2,2,67,23,159,58,100,3,10
001223-03012018,2018-01-03,2018.0,15:00:28,15.0,Special Service,Special Service,No action (not false alarm),Road Vehicle,Motorcycle ,In street outside gazetteer location,E3 5SP,E3,6140869.0,22700893.0,E09000030,TOWER HAMLETS,Tower Hamlets,E05009320,Bow West,Bow West,535881.0,183353.0,535850.0,183350.0,51.5327407,-0.0423538,London,Bethnal Green,192.0,Bethnal Green,499.0,Shadwell,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,6026.869417913495,1,2,8,95,29,63,6,6,10,37
001225-03012018,2018-01-03,2018.0,15:04:56,15.0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,N16,0.0,20900655.0,E09000012,HACKNEY,Hackney,E05009383,SPRINGFIELD,SPRINGFIELD,,,534450.0,188250.0,,,London,Stoke Newington,438.0,Stoke Newington,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,0,2,2,149,11,505,83,83,5,109
001226-03012018,2018-01-03,2018.0,15:10:33,15.0,False Alarm,AFA,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,SW3,0.0,21700151.0,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009405,STANLEY,STANLEY,,,527050.0,178250.0,,,London,Chelsea,66.0,Chelsea,286.0,Fulham,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,0,2,67,19,509,11,11,18,204
001227-03012018,2018-01-03,2018.0,15:12:35,15.0,False Alarm,AFA,Standard,Non Residential,Medical/health centre,Correct incident location,W1G 8PH,W1G,100023000000.0,8401609.0,E09000033,WESTMINSTER,Westminster,E05013801,Marylebone,Marylebone,528470.0,181696.0,528450.0,181650.0,51.51958355,-0.149743253,London,Euston,286.0,Soho,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,2475.375829990315,0,0,3,89,32,387,27,79,18,247
001228-03012018,2018-01-03,2018.0,15:13:44,15.0,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,Unknown,HA7,0.0,21201009.0,E09000015,HARROW,Harrow,E05013544,Centenary,Centenary,,,518450.0,190050.0,,,London,Stanmore,148.0,Stanmore,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,0,2,2,67,14,117,82,82,5,81
001229-03012018,2018-01-03,2018.0,15:16:26,15.0,Fire,Primary Fire,Standard,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,Unknown,SW4,0.0,21900498.0,E09000022,LAMBETH,Lambeth,E05014102,Clapham Town,Clapham Town,,,529650.0,175850.0,,,London,Clapham,266.0,Clapham,301.0,Brixton,2.0,2.0,2.0,98.0,536.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,1,2,34,21,141,14,14,18,205
001230-03012018,2018-01-03,2018.0,15:23:25,15.0,False Alarm,AFA,Standard,Other Residential,Retirement/Old Persons Home,Within same building,NW1 9HX,NW1,5085912.0,20400535.0,E09000007,CAMDEN,Camden,E05013664,Kentish Town South,Kentish Town South,529338.0,184442.0,529350.0,184450.0,51.54406365,-0.136231704,London,Kentish Town,289.0,Euston,321.0,Kentish Town,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,4195.9588973288965,1,0,4,159,5,338,49,27,18,125
001232-03012018,2018-01-03,2018.0,15:29:15,15.0,False Alarm,AFA,Standard,Non Residential,College/University ,Correct incident location,SW10 0QS,SW10,217041285.0,21700270.0,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009405,STANLEY,STANLEY,526059.0,177454.0,526050.0,177450.0,51.4820028,-0.185989321,London,Chelsea,213.0,Chelsea,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,5438.989897312776,0,0,3,29,19,509,11,11,18,184
001234-03012018,2018-01-03,2018.0,15:38:19,15.0,Fire,Primary Fire,Standard,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,Unknown,N4,0.0,20900739.0,E09000012,HACKNEY,Hackney,E05009387,WOODBERRY DOWN,WOODBERRY DOWN,,,532850.0,187850.0,,,London,Stoke Newington,75.0,Stoke Newington,749.0,Islington,3.0,5.0,5.0,265.0,1449.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,1,2,147,11,632,83,83,18,119
001235-03012018,2018-01-03,2018.0,15:40:02,15.0,Special Service,Special Service,Removal of objects from people,Non Residential,Fire station ,Correct incident location,BR3 4LR,BR3,100023000000.0,20301488.0,E09000006,BROMLEY,Bromley,E05013994,Clock House,Clock House,536834.0,169498.0,536850.0,169450.0,51.40800486,-0.033983747,London,Beckenham,14.0,Beckenham,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,12592.656902185003,0,2,3,52,4,145,5,5,14,2
001236-03012018,2018-01-03,2018.0,15:43:42,15.0,Fire,Primary Fire,Standard,Non Residential,Purpose built office ,Within same building,NW9 8TR,NW9,202081421.0,20201997.0,E09000005,BRENT,Brent,E05013513,Welsh Harp,Welsh Harp,520776.0,188350.0,520750.0,188350.0,51.58108149,-0.258297344,London,Hendon,376.0,Hendon,475.0,Hendon,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,12614.772789529643,1,1,3,150,3,648,39,39,18,135
001239-03012018,2018-01-03,2018.0,15:48:04,15.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,Unknown,W11,0.0,21701063.0,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009399,NOTTING DALE,NOTTING DALE,,,524150.0,180450.0,,,London,North Kensington,290.0,North Kensington,333.0,Hammersmith,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,0,2,148,19,404,62,62,18,239
001241-03012018,2018-01-03,2018.0,16:11:32,16.0,False Alarm,AFA,Standard,Non Residential,Hospital ,Within same building,NW1 2BF,NW1,5164480.0,20400889.0,E09000007,CAMDEN,Camden,E05013653,Bloomsbury,Bloomsbury,529347.0,182309.0,529350.0,182350.0,51.52489257,-0.136885177,London,Euston,128.0,Euston,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,2251.060965818647,0,0,3,64,5,58,27,27,18,125
001242-03012018,2018-01-03,2018.0,16:13:56,16.0,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,E14,0.0,22700960.0,E09000030,TOWER HAMLETS,Tower Hamlets,E05009328,Poplar,Poplar,,,538150.0,180750.0,,,London,Poplar,187.0,Poplar,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,0,2,2,149,29,472,71,71,3,29
001243-03012018,2018-01-03,2018.0,16:14:54,16.0,False Alarm,AFA,Standard,Non Residential,Community centre/Hall ,Correct incident location,W14 0LR,W14,34034846.0,21000539.0,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,523920.0,179428.0,523950.0,179450.0,51.5002159,-0.216084916,London,Hammersmith,227.0,Hammersmith,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,6760.407342187264,0,0,3,31,12,80,34,34,18,242
001244-03012018,2018-01-03,2018.0,16:17:14,16.0,Special Service,Special Service,Making Safe (not RTC),Non Residential,Single shop ,Within same building,N8 8TE,N8,100024000000.0,21103726.0,E09000014,HARINGEY,Haringey,E05013588,Crouch End,Crouch End,530051.0,188520.0,530050.0,188550.0,51.5805475,-0.124448457,London,Hornsey,275.0,Hornsey,587.0,Hornsey,1.0,2.0,2.0,153.0,836.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,8097.32162322136,1,2,3,171,13,164,45,45,8,123
001247-03012018,2018-01-03,2018.0,16:25:45,16.0,False Alarm,AFA,Standard,Dwelling,Self contained Sheltered Housing ,Within same building,Unknown,SW6,0.0,21000090.0,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,,,525350.0,177050.0,,,London,Fulham,149.0,Fulham,350.0,Chelsea,2.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,0,2,167,12,634,31,31,18,207
001248-03012018,2018-01-03,2018.0,16:29:42,16.0,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,Unknown,E1,0.0,22700599.0,E09000030,TOWER HAMLETS,Tower Hamlets,E05009334,Stepney Green,Stepney Green,,,535450.0,181950.0,,,London,Bethnal Green,238.0,Bethnal Green,,None,1.0,1.0,1.0,67.0,366.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,0,2,2,67,29,574,6,6,3,24
001249-03012018,2018-01-03,2018.0,16:29:46,16.0,Fire,Primary Fire,Standard,Non Residential,Single shop ,Correct incident location,SW2 5QD,SW2,100022000000.0,21900909.0,E09000022,LAMBETH,Lambeth,E05014101,Clapham Park,Clapham Park,530268.0,174038.0,530250.0,174050.0,51.45035101,-0.126665688,London,Clapham,322.0,Brixton,323.0,Brixton,1.0,2.0,2.0,165.0,902.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,6412.391894363105,1,1,3,171,21,140,14,9,18,202
001250-03012018,2018-01-03,2018.0,16:33:20,16.0,False Alarm,False alarm - Good intent,Standard,Dwelling,House - single occupancy ,Correct incident location,Unknown,UB1,0.0,20601421.0,E09000009,EALING,Ealing,E05013537,Southall Broadway,Southall Broadway,,,512550.0,179850.0,,,London,Southall,184.0,Southall,187.0,Southall,2.0,3.0,3.0,77.0,421.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,0,2,67,8,540,80,80,18,227
001251-03012018,2018-01-03,2018.0,16:40:31,16.0,Special Service,Special Service,Lift Release,Other Residential,Hotel/motel ,Correct incident location,W1D 6BZ,W1D,10033622152.0,8401266.0,E09000033,WESTMINSTER,Westminster,E05013806,St. James's,St. James's,529754.0,180692.0,529750.0,180650.0,51.51026755,-0.131616769,London,Soho,201.0,Soho,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,886.1127828474355,0,2,4,66,32,560,79,79,7,245
001252-03012018,2018-01-03,2018.0,16:42:30,16.0,Fire,Primary Fire,Standard,Non Residential,Private Summer house ,On land associated with building,Unknown,W4,0.0,20601497.0,E09000009,EALING,Ealing,E05013540,Southfield,Southfield,,,520850.0,178950.0,,,London,Chiswick,196.0,Chiswick,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,0,1,3,142,8,544,13,13,18,257
001253-03012018,2018-01-03,2018.0,16:49:01,16.0,False Alarm,AFA,Standard,Non Residential,Purpose built office ,Correct incident location,WC2N 4AA,WC2N,100023000000.0,8400618.0,E09000033,WESTMINSTER,Westminster,E05013806,St. James's,St. James's,530035.0,180827.0,530050.0,180850.0,51.51141624,-0.127520061,London,Soho,193.0,Soho,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,687.2398177501315,0,0,3,150,32,560,79,79,18,274
001254-03012018,2018-01-03,2018.0,16:49:18,16.0,Fire,Primary Fire,Standard,Road Vehicle,Car ,In street outside gazetteer location,N7 9PL,N7,10015383257.0,21605388.0,E09000019,ISLINGTON,Islington,E05013700,Caledonian,Caledonian,530286.0,184694.0,530250.0,184650.0,51.5461105,-0.122475362,London,Holloway,160.0,Kentish Town,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,4264.289768086468,0,1,8,21,18,100,42,49,18,122
001255-03012018,2018-01-03,2018.0,16:51:10,16.0,False Alarm,AFA,Standard,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,Unknown,BR1,0.0,20300697.0,E09000006,BROMLEY,Bromley,E05013988,Bickley & Sundridge,Bickley & Sundridge,,,541450.0,169450.0,,,London,Bromley,159.0,Bromley,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,0,0,2,149,4,51,10,10,18,0
001257-03012018,2018-01-03,2018.0,16:52:12,16.0,Fire,Primary Fire,Standard,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,Unknown,W2,0.0,8400409.0,E09000033,WESTMINSTER,Westminster,E05013798,Lancaster Gate,Lancaster Gate,,,526150.0,181350.0,,,London,Paddington,241.0,Paddington,357.0,North Kensington,2.0,3.0,3.0,398.0,2176.0,4.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,0,0,,1,1,2,147,32,359,66,66,18,255
001262-03012018,2018-01-03,2018.0,17:00:51,17.0,Fire,Secondary Fire,Standard,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,NW1 8NH,NW1,5060258.0,20400363.0,E09000007,CAMDEN,Camden,E05013655,Camden Town,Camden Town,528923.0,183910.0,528950.0,183950.0,51.53937746,-0.14240773,London,Kentish Town,232.0,Euston,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,1,0,3854.302854119679,0,1,6,172,5,103,49,27,18,125
001263-03012018,2018-01-03,2018.0,17:02:42,17.0,Special Service,Special Service,Lift Release,Non Residential,Single shop ,Correct incident location,W1D 2LE,W1D,10033622434.0,8400159.0,E09000033,WESTMINSTER,Westminster,E05013808,West End,West End,529186.0,181248.0,529150.0,181250.0,51.51539428,-0.139593449,London,Soho,140.0,Soho,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,1,0,1631.2604913660284,0,2,3,171,32,656,79,79,7,245
001265-03012018,2018-01-03,2018.0,17:07:42,17.0,False Alarm,AFA,Standard,Dwelling,Self contained Sheltered Housing ,Correct incident location,Unknown,SE17,0.0,22500436.0,E09000028,SOUTHWARK,Southwark,E05011105,Newington,Newington,,,531950.0,178550.0,,,London,Lambeth,263.0,Lambeth,269.0,Lambeth,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,1,0,,1,0,2,167,27,411,51,51,18,157
001266-03012018,2018-01-03,2018.0,17:17:32,17.0,False Alarm,AFA,Standard,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,Unknown,TW11,0.0,22403336.0,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013780,Hampton Wick & South Teddington,Hampton Wick & South Teddington,,,516950.0,170450.0,,,London,Twickenham,489.0,Twickenham,629.0,Kingston,2.0,3.0,3.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,1,0,,1,0,2,34,26,273,89,89,18,214
001269-03012018,2018-01-03,2018.0,17:22:18,17.0,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,Unknown,SW12,0.0,22901559.0,E09000032,WANDSWORTH,Wandsworth,E05014009,Balham,Balham,,,528950.0,173150.0,,,London,Tooting,351.0,Tooting,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,1,0,,0,2,2,149,31,25,87,87,5,186
001275-03012018,2018-01-03,2018.0,17:56:13,17.0,False Alarm,AFA,Standard,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,Unknown,SE18,0.0,20800510.0,E09000011,GREENWICH,Greenwich,E05014089,Shooters Hill,Shooters Hill,,,543450.0,177650.0,,,London,Plumstead,369.0,Plumstead,372.0,Plumstead,1.0,2.0,2.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,1,0,,1,0,2,34,10,523,70,70,18,158
001277-03012018,2018-01-03,2018.0,18:17:10,18.0,Fire,Secondary Fire,Standard,Outdoor,Loose refuse ,In street close to gazetteer location,N14 4XA,N14,207147969.0,20700976.0,E09000010,ENFIELD,Enfield,E05013687,Oakwood,Oakwood,529586.0,196128.0,529550.0,196150.0,51.64902383,-0.12834458,London,Southgate,413.0,Southgate,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,1,0,15719.414059065992,0,1,5,86,9,437,81,81,18,107
001278-03012018,2018-01-03,2018.0,18:18:46,18.0,Special Service,Special Service,No action (not false alarm),Non Residential,Purpose built office ,Correct incident location,N3 1QB,N3,200219172.0,20000460.0,E09000003,BARNET,Barnet,E05013648,West Finchley,West Finchley,525229.0,190857.0,525250.0,190850.0,51.60264115,-0.193169646,London,Finchley,331.0,Finchley,,None,1.0,1.0,1.0,60.0,328.0,1.0,2018.0,1.0,2.0,3.0,1.0,1,0,0,1,0,11720.556742128585,0,2,3,150,1,657,29,29,10,118
